timestamp,visa_open,visa_close,visa_mid,mastercard_open,mastercard_close,mastercard_mid
2024-01-02 16:15:00,258.335,258.405,258.3775,421.04,421.16,421.0925
2024-01-02 16:16:00,258.42,258.47,258.46500000000003,421.28,421.19,421.19
2024-01-02 16:17:00,258.46,258.59,258.51,421.28,421.43,421.33500000000004
2024-01-02 16:18:00,258.56,258.57,258.5725,421.33,421.265,421.2825
2024-01-02 16:19:00,258.56,258.645,258.58500000000004,421.26,421.28,421.215
2024-01-02 16:20:00,258.67,258.64,258.71500000000003,421.23,421.25,421.3225
2024-01-02 16:21:00,258.655,258.5998,258.65855,421.37,421.36,421.34749999999997
2024-01-02 16:22:00,258.57,258.66,258.605,421.36,421.45,421.345
2024-01-02 16:23:00,258.645,258.69,258.67,421.335,421.13,421.28999999999996
2024-01-02 16:24:00,258.65,258.595,258.63250000000005,421.16,421.1225,421.1
2024-01-02 16:25:00,258.6237,258.59,258.58685,421.12,420.93,420.985
2024-01-02 16:26:00,258.6015,258.62,258.63,420.94,421.145,421.065
2024-01-02 16:27:00,258.65,258.695,258.66499999999996,421.12,421.25,421.185
2024-01-02 16:28:00,258.72,258.8129,258.75395000000003,421.21,421.25,421.23
2024-01-02 16:29:00,258.825,258.87,258.85249999999996,421.38,421.51,421.44
2024-01-02 16:30:00,258.875,258.9259,258.89125,421.5075,421.57,421.5625
2024-01-02 16:31:00,258.9,258.935,258.9075,421.55,421.695,421.6225
2024-01-02 16:32:00,258.96,259.08,259.02250000000004,421.81,421.965,422.01
2024-01-02 16:33:00,259.12,259.2,259.175,421.93,422.135,422.09000000000003
2024-01-02 16:34:00,259.19,259.23,259.2312,422.19,422.317,422.226
2024-01-02 16:35:00,259.23,259.06,259.15250000000003,422.4175,422.06,422.23875
2024-01-02 16:36:00,259.02,258.895,258.9575,422.01,421.814,421.865
2024-01-02 16:37:00,258.89,258.89,258.87,421.7725,421.86,421.77
2024-01-02 16:38:00,258.86,258.8144,258.82500000000005,421.76,421.66,421.7299
2024-01-02 16:39:00,258.82,258.8028,258.79499999999996,421.8,421.66,421.73
2024-01-02 16:40:00,258.76,258.75,258.735,421.55,421.55,421.61
2024-01-02 16:41:00,258.71,258.76,258.72,421.58,421.57,421.61
2024-01-02 16:42:00,258.76,258.81,258.7532,421.655,421.735,421.7175
2024-01-02 16:43:00,258.7942,258.75,258.78499999999997,421.73,421.59,421.6575
2024-01-02 16:44:00,258.73,258.73,258.71545000000003,421.585,421.415,421.5525
2024-01-02 16:45:00,258.76,258.76,258.745,421.6,421.495,421.5825
2024-01-02 16:46:00,258.79,258.97,258.88,421.65,422.085,421.86249999999995
2024-01-02 16:47:00,258.95,258.93,258.91499999999996,422.08,422.285,422.15999999999997
2024-01-02 16:48:00,258.94,258.93,258.96500000000003,422.195,422.16,422.27
2024-01-02 16:49:00,258.935,259.02,258.97,422.315,422.325,422.32124999999996
2024-01-02 16:50:00,259.07,259.07,259.03499999999997,422.46,422.5175,422.46500000000003
2024-01-02 16:51:00,259.09,259.18,259.15,422.44,422.7,422.57
2024-01-02 16:52:00,259.19,259.11,259.165,422.725,422.68,422.655
2024-01-02 16:53:00,259.1,259.04,259.07000000000005,422.595,422.35,422.4725
2024-01-02 16:54:00,259.06,259.18,259.11,422.48,422.5,422.47
2024-01-02 16:55:00,259.12,259.16,259.145,422.3679,422.59,422.475
2024-01-02 16:56:00,259.15,259.19,259.1975,422.59,422.615,422.645
2024-01-02 16:57:00,259.21,259.14,259.1725,422.54,422.5,422.5625
2024-01-02 16:58:00,259.16,259.125,259.14,422.505,422.635,422.5925
2024-01-02 16:59:00,259.1,259.12,259.09000000000003,422.5625,422.6,422.5375
2024-01-02 17:00:00,259.13,259.15,259.1575,422.64,422.66,422.6325
2024-01-02 17:01:00,259.16,259.0845,259.135,422.6727,422.51,422.59135000000003
2024-01-02 17:02:00,259.06,259.11,259.06,422.46,422.445,422.5
2024-01-02 17:03:00,259.0937,259.19,259.15819999999997,422.495,422.58,422.5375
2024-01-02 17:04:00,259.21,259.14,259.17499999999995,422.63,422.67,422.635
2024-01-02 17:05:00,259.15,259.17,259.15999999999997,422.62,422.645,422.655
2024-01-02 17:06:00,259.15,259.1807,259.145,422.61,422.55,422.57500000000005
2024-01-02 17:07:00,259.205,259.04,259.09749999999997,422.55,422.5,422.525
2024-01-02 17:08:00,258.99,258.98,258.99,422.495,422.59,422.5425
2024-01-02 17:09:00,258.99,258.96,259.0,422.5823,422.5,422.54115
2024-01-02 17:10:00,258.96,258.91,258.9325,422.445,422.4046,422.3675
2024-01-02 17:11:00,258.935,258.97,258.95000000000005,422.4,422.37,422.365
2024-01-02 17:12:00,258.96,258.95,258.97249999999997,422.3,422.25,422.3
2024-01-02 17:13:00,258.93,258.91,258.95065,422.25,422.04,422.1725
2024-01-02 17:14:00,258.905,258.95,258.98249999999996,422.17,422.12,422.195
2024-01-02 17:15:00,258.87,258.89,258.86505,422.15,422.1,422.15
2024-01-02 17:16:00,258.83,258.79,258.8025,422.14,422.01,422.055
2024-01-02 17:17:00,258.76,258.69,258.68505,421.9625,421.8021,421.8823
2024-01-02 17:18:00,258.6881,258.69,258.71155,421.75,421.85,421.855
2024-01-02 17:19:00,258.67,258.7,258.65,421.78,421.69,421.76
2024-01-02 17:20:00,258.715,258.64,258.67499999999995,421.76,421.8899,421.7475
2024-01-02 17:22:00,258.69,258.55,258.62,421.7,421.736,421.71799999999996
2024-01-02 17:23:00,258.56,258.53,258.57,421.465,421.31,421.3875
2024-01-02 17:24:00,258.53,258.56,258.51,421.31,421.47,421.38750000000005
2024-01-02 17:25:00,258.52,258.5,258.5168,421.35,421.32,421.3769
2024-01-02 17:26:00,258.52,258.5,258.54499999999996,421.395,421.385,421.4425
2024-01-02 17:27:00,258.4801,258.5575,258.53499999999997,421.4,421.27,421.335
2024-01-02 17:28:00,258.51,258.54,258.5375,421.38,421.31,421.41499999999996
2024-01-02 17:29:00,258.51,258.62,258.57055,421.42,421.52,421.435
2024-01-02 17:30:00,258.64,258.69,258.66495,421.51,421.4099,421.45
2024-01-02 17:31:00,258.665,258.73,258.69500000000005,421.355,421.36,421.345
2024-01-02 17:32:00,258.74,258.635,258.7075,421.37,421.22,421.3025
2024-01-02 17:33:00,258.64,258.61,258.62,421.2,421.16,421.2075
2024-01-02 17:34:00,258.5701,258.63,258.60005,421.26,421.17,421.21500000000003
2024-01-02 17:35:00,258.6522,258.55,258.6011,421.235,421.12,421.185
2024-01-02 17:36:00,258.555,258.67,258.6225,421.14,421.18,421.15
2024-01-02 17:37:00,258.7,258.66,258.66499999999996,421.18,421.19,421.18
2024-01-02 17:38:00,258.665,258.67,258.655,421.3,421.19,421.26
2024-01-02 17:39:00,258.67,258.64,258.65999999999997,421.24,421.31,421.275
2024-01-02 17:40:00,258.66,258.68,258.67499999999995,421.24,421.27,421.3118
2024-01-02 17:41:00,258.68,258.71,258.70484999999996,421.3,421.33,421.31
2024-01-02 17:42:00,258.69,258.585,258.63,421.365,421.27,421.265
2024-01-02 17:43:00,258.58,258.56,258.58495,421.235,421.32,421.275
2024-01-02 17:44:00,258.565,258.575,258.57185,421.29,421.36,421.32500000000005
2024-01-02 17:45:00,258.59,258.43,258.50625,421.315,421.16,421.22249999999997
2024-01-02 17:46:00,258.42,258.41,258.41495,421.13,421.1,421.1545
2024-01-02 17:47:00,258.45,258.41,258.455,421.05,421.02,421.0675
2024-01-02 17:48:00,258.4,258.385,258.4,421.03,420.8,420.95000000000005
2024-01-02 17:49:00,258.38,258.33,258.34000000000003,420.87,420.749,420.79999999999995
2024-01-02 17:50:00,258.32,258.31,258.305,420.71,420.74,420.76
2024-01-02 17:51:00,258.3,258.24,258.27,420.74,420.58,420.635
2024-01-02 17:52:00,258.22,258.18,258.21000000000004,420.58,420.35,420.46
2024-01-02 17:53:00,258.16,258.205,258.21,420.435,420.45,420.5025
2024-01-02 17:54:00,258.186,258.21,258.2125,420.3,420.38,420.345
2024-01-02 17:55:00,258.2122,257.95,258.0511,420.36,420.02,420.125
2024-01-02 17:56:00,257.92,258.01,257.98,419.97,420.145,420.11
2024-01-02 17:57:00,258.0,258.06,258.025,420.04,420.12,420.06629999999996
2024-01-02 17:58:00,258.05,257.93,257.9975,420.12,419.93,420.08000000000004
2024-01-02 17:59:00,257.94,258.0,257.99649999999997,419.98,420.1,420.07
2024-01-02 18:00:00,258.0238,257.8502,257.94,420.01,419.78,419.885
2024-01-02 18:01:00,257.86,257.78,257.835,419.76,419.815,419.7875
2024-01-02 18:02:00,257.75,257.71,257.745,419.76,419.56,419.7475
2024-01-02 18:03:00,257.71,257.69,257.70500000000004,419.72,419.71,419.72749999999996
2024-01-02 18:04:00,257.7,257.72,257.72249999999997,419.71,419.59,419.67499999999995
2024-01-02 18:05:00,257.73,257.845,257.795,419.705,420.02,419.8925
2024-01-02 18:06:00,257.87,257.935,257.90250000000003,419.86,419.85,419.975
2024-01-02 18:07:00,257.945,257.88,257.9125,419.975,419.91,419.8725
2024-01-02 18:08:00,257.89,257.8,257.85249999999996,419.99,419.83,419.925
2024-01-02 18:09:00,257.825,257.8,257.7975,419.9,419.77,419.835
2024-01-02 18:10:00,257.8,257.775,257.765,419.89,419.8,419.865
2024-01-02 18:11:00,257.76,257.78,257.755,419.88,419.95,419.855
2024-01-02 18:12:00,257.79,257.74,257.76,419.94,419.94,419.935
2024-01-02 18:13:00,257.74,257.73,257.73,419.94,419.87,419.87
2024-01-02 18:14:00,257.74,257.785,257.78,419.875,420.04,419.9625
2024-01-02 18:15:00,257.77,257.81,257.77,420.04,419.95,419.95000000000005
2024-01-02 18:16:00,257.8,257.825,257.8075,419.97,419.97,419.975
2024-01-02 18:17:00,257.8201,257.8401,257.80005,419.935,420.02,419.97749999999996
2024-01-02 18:18:00,257.8616,258.02,257.94079999999997,419.96,420.12,420.08
2024-01-02 18:19:00,258.005,258.05,258.04499999999996,420.19,420.305,420.2475
2024-01-02 18:20:00,258.135,258.1,258.11815,420.3,420.32,420.31
2024-01-02 18:21:00,258.12,258.22,258.15585,420.255,420.36,420.3225
2024-01-02 18:22:00,258.24,258.175,258.2175,420.405,420.44,420.452
2024-01-02 18:23:00,258.195,258.23,258.20000000000005,420.42,420.545,420.485
2024-01-02 18:24:00,258.24,258.29,258.2866,420.595,420.705,420.6925
2024-01-02 18:25:00,258.28,258.28,258.28505,420.76,420.715,420.73
2024-01-02 18:26:00,258.3,258.42,258.35,420.715,420.775,420.74249999999995
2024-01-02 18:27:00,258.42,258.36,258.4,420.77,420.875,420.87
2024-01-02 18:28:00,258.36,258.51,258.42685,420.94,421.14,421.03999999999996
2024-01-02 18:29:00,258.5136,258.5799,258.5568,421.12,421.09,421.08000000000004
2024-01-02 18:30:00,258.56,258.575,258.59000000000003,421.13,421.055,421.09749999999997
2024-01-02 18:31:00,258.59,258.58,258.565,421.09,421.02,421.075
2024-01-02 18:32:00,258.63,258.56,258.58500000000004,421.03,421.11,421.07
2024-01-02 18:33:00,258.58,258.66,258.6275,421.09,421.19,421.13
2024-01-02 18:34:00,258.67,258.76,258.6954,421.27,421.29,421.277
2024-01-02 18:35:00,258.74,258.825,258.78,421.4201,421.62,421.52004999999997
2024-01-02 18:36:00,258.85,258.86,258.90250000000003,421.63,421.65,421.74
2024-01-02 18:37:00,258.86,258.767,258.805,421.65,421.81,421.66999999999996
2024-01-02 18:38:00,258.75,258.78,258.765,421.8,421.81,421.8025
2024-01-02 18:39:00,258.799,258.82,258.78999999999996,421.94,421.965,421.9
2024-01-02 18:40:00,258.755,258.87,258.8125,421.96,422.13,422.0375
2024-01-02 18:41:00,258.87,258.8501,258.85749999999996,422.07,422.115,422.13
2024-01-02 18:42:00,258.86,258.74,258.795,422.115,421.93,422.04380000000003
2024-01-02 18:43:00,258.73,258.835,258.79,421.93,422.145,422.07500000000005
2024-01-02 18:44:00,258.83,258.7,258.765,422.14,422.0,422.07
2024-01-02 18:45:00,258.67,258.66,258.64625,421.8,421.78,421.78999999999996
2024-01-02 18:46:00,258.64,258.7,258.66499999999996,421.9,421.91,421.955
2024-01-02 18:47:00,258.72,258.64,258.685,422.01,421.965,421.96500000000003
2024-01-02 18:48:00,258.645,258.6689,258.66735,421.91,421.85,421.88
2024-01-02 18:49:00,258.65,258.695,258.6725,421.715,421.84,421.7825
2024-01-02 18:50:00,258.695,258.71,258.7175,421.775,421.775,421.775
2024-01-02 18:51:00,258.75,258.6911,258.72,421.83,421.685,421.79345
2024-01-02 18:52:00,258.68,258.5875,258.6225,421.655,421.49,421.53
2024-01-02 18:53:00,258.57,258.545,258.615,421.49,421.3,421.40250000000003
2024-01-02 18:54:00,258.56,258.45,258.495,421.3,421.28,421.275
2024-01-02 18:55:00,258.475,258.47,258.485,421.27,421.19,421.23
2024-01-02 18:56:00,258.475,258.35,258.435,421.25,421.15,421.23
2024-01-02 18:57:00,258.3498,258.35,258.3325,421.075,421.11,421.115
2024-01-02 18:58:00,258.365,258.33,258.34000000000003,421.12,420.94,421.03
2024-01-02 18:59:00,258.315,258.4,258.36,421.0,421.16,421.08000000000004
2024-01-02 19:00:00,258.43,258.45,258.4475,421.16,421.1,421.1125
2024-01-02 19:01:00,258.46,258.36,258.415,420.9873,420.93,420.9575
2024-01-02 19:02:00,258.36,258.23,258.295,420.91,420.8,420.83500000000004
2024-01-02 19:03:00,258.23,258.29,258.28499999999997,420.88,420.91,420.945
2024-01-02 19:04:00,258.25,258.27,258.265,420.92,420.91,420.915
2024-01-02 19:05:00,258.26,258.18,258.26,420.91,420.89,420.935
2024-01-02 19:06:00,258.1654,258.13,258.135,420.87,420.71,420.845
2024-01-02 19:07:00,258.11,258.05,258.09000000000003,420.68,420.48,420.58000000000004
2024-01-02 19:08:00,258.12,258.1371,258.1171,420.49,420.6,420.5425
2024-01-02 19:09:00,258.1373,258.24,258.19865,420.6,420.73,420.6825
2024-01-02 19:10:00,258.255,258.27,258.28999999999996,420.655,420.85,420.7525
2024-01-02 19:11:00,258.27,258.31,258.29499999999996,420.83,420.97,420.9
2024-01-02 19:12:00,258.3051,258.3217,258.30385,420.99,420.99,420.99
2024-01-02 19:13:00,258.33,258.38,258.355,421.1125,421.11,421.11125000000004
2024-01-02 19:14:00,258.38,258.31,258.34015,421.175,421.11,421.1125
2024-01-02 19:15:00,258.305,258.21,258.2575,420.93,421.03,420.98
2024-01-02 19:16:00,258.19,258.19,258.16499999999996,421.03,420.89,420.96
2024-01-02 19:17:00,258.16,258.19,258.185,420.89,420.87,420.89105
2024-01-02 19:19:00,258.26,258.25,258.275,421.0,420.895,420.95500000000004
2024-01-02 19:20:00,258.26,258.24,258.25260000000003,420.9129,420.95,420.87874999999997
2024-01-02 19:21:00,258.25,258.29,258.27,420.83,420.99,420.91999999999996
2024-01-02 19:22:00,258.3,258.18,258.23475,421.01,420.9,420.935
2024-01-02 19:23:00,258.18,258.14,258.1625,420.85,420.81,420.83000000000004
2024-01-02 19:24:00,258.14,258.1,258.11249999999995,420.81,420.8062,420.78499999999997
2024-01-02 19:25:00,258.11,258.08,258.1,420.7659,420.67,420.735
2024-01-02 19:26:00,258.07,258.14,258.105,420.62,420.66,420.635
2024-01-02 19:27:00,258.15,258.15,258.1625,420.645,420.74,420.6925
2024-01-02 19:28:00,258.16,258.15,258.155,420.74,420.76,420.75
2024-01-02 19:29:00,258.14,258.1995,258.15999999999997,420.85,420.915,420.88250000000005
2024-01-02 19:30:00,258.19,258.39,258.28999999999996,420.9328,421.14,421.05
2024-01-02 19:31:00,258.36,258.26,258.325,421.07,421.05,421.065
2024-01-02 19:32:00,258.25,258.139,258.185,421.1,420.8644,420.98220000000003
2024-01-02 19:33:00,258.1404,258.14,258.13295,420.84,420.85,420.845
2024-01-02 19:34:00,258.1493,258.135,258.16499999999996,420.64,420.67,420.655
2024-01-02 19:35:00,258.17,258.13,258.13750000000005,420.67,420.73,420.70000000000005
2024-01-02 19:36:00,258.14,258.19,258.1625,420.73,420.68,420.69375
2024-01-02 19:37:00,258.18,258.25,258.21500000000003,420.75,420.765,420.765
2024-01-02 19:38:00,258.29,258.28,258.2875,420.77,420.795,420.7825
2024-01-02 19:39:00,258.28,258.244,258.27750000000003,420.79,420.65,420.72249999999997
2024-01-02 19:40:00,258.25,258.29,258.255,420.65,420.7375,420.6875
2024-01-02 19:41:00,258.3044,258.2286,258.27,420.705,420.73,420.7675
2024-01-02 19:42:00,258.24,258.24,258.2075,420.63,420.83,420.705
2024-01-02 19:43:00,258.25,258.26,258.235,420.74,420.74,420.73
2024-01-02 19:44:00,258.21,258.14,258.1625,420.74,420.71,420.65125
2024-01-02 19:45:00,258.13,258.07,258.105,420.7,420.7,420.695
2024-01-02 19:46:00,258.08,258.14,258.11749999999995,420.77,420.72,420.75
2024-01-02 19:47:00,258.18,258.15,258.17999999999995,420.83,420.79,420.81
2024-01-02 19:48:00,258.115,258.115,258.115,420.77,420.84,420.80115
2024-01-02 19:49:00,258.125,258.08,258.12,420.8,420.8,420.8135
2024-01-02 19:50:00,258.13,258.19,258.15999999999997,420.86,420.98,420.89250000000004
2024-01-02 19:51:00,258.19,258.23,258.21500000000003,420.98,421.015,421.0
2024-01-02 19:52:00,258.22,258.21,258.2025,421.04,421.05,421.0375
2024-01-02 19:53:00,258.185,258.105,258.16499999999996,421.07,420.87,420.98
2024-01-02 19:54:00,258.12,258.19,258.185,420.88,421.07,420.96500000000003
2024-01-02 19:55:00,258.185,258.19,258.16999999999996,421.07,421.02,421.025
2024-01-02 19:56:00,258.18,258.19,258.1944,421.0,420.7901,420.90004999999996
2024-01-02 19:57:00,258.2,258.14,258.17499999999995,420.92,420.94,420.97
2024-01-02 19:58:00,258.12,258.19,258.155,420.85,420.88,420.94
2024-01-02 19:59:00,258.19,258.13,258.175,420.88,420.88,420.88
2024-01-02 20:00:00,258.12,258.15,258.155,420.92,420.88,420.945
2024-01-02 20:01:00,258.12,258.15,258.15,420.8,420.875,420.9
2024-01-02 20:02:00,258.15,258.15,258.15999999999997,420.94,421.0,420.97
2024-01-02 20:03:00,258.16,258.21,258.1725,421.0,421.04,420.9675
2024-01-02 20:04:00,258.21,258.18,258.1975,421.03,420.99,420.94
2024-01-02 20:05:00,258.13,258.115,258.1,420.825,420.8917,420.84085000000005
2024-01-02 20:06:00,258.1097,258.065,258.06859999999995,420.84,420.785,420.75795
2024-01-02 20:07:00,258.07,258.16,258.115,420.73,420.86,420.77
2024-01-02 20:08:00,258.17,258.22,258.235,420.6525,420.915,420.81624999999997
2024-01-02 20:09:00,258.25,258.2,258.23,420.99,420.87,420.945
2024-01-02 20:10:00,258.165,258.15,258.17499999999995,420.84,420.84,420.805
2024-01-02 20:11:00,258.14,258.16,258.16999999999996,420.75,420.815,420.81
2024-01-02 20:12:00,258.2,258.1962,258.20500000000004,420.88,420.91,420.85
2024-01-02 20:13:00,258.18,258.24,258.225,420.91,421.05,420.985
2024-01-02 20:14:00,258.24,258.27,258.245,421.0,421.1,421.05
2024-01-02 20:15:00,258.27,258.15,258.215,421.0458,420.86,420.91790000000003
2024-01-02 20:16:00,258.145,258.18,258.16499999999996,420.86,420.93,420.9
2024-01-02 20:17:00,258.19,258.42,258.31,420.94,421.17,421.055
2024-01-02 20:18:00,258.41,258.35,258.4,421.4,421.365,421.325
2024-01-02 20:19:00,258.34,258.35,258.36,421.22,421.22,421.21000000000004
2024-01-02 20:20:00,258.34,258.4,258.35,421.14,421.26,421.2
2024-01-02 20:21:00,258.405,258.38,258.3875,421.26,421.18,421.18
