timestamp,visa_close,mastercard_close
2024-01-02 16:35:00,259.06,422.06
2024-01-02 16:36:00,258.895,421.814
2024-01-02 16:37:00,258.89,421.86
2024-01-02 16:38:00,258.8144,421.66
2024-01-02 16:39:00,258.8028,421.66
2024-01-02 16:40:00,258.75,421.55
2024-01-02 16:41:00,258.76,421.57
2024-01-02 16:42:00,258.81,421.735
2024-01-02 16:43:00,258.75,421.59
2024-01-02 16:44:00,258.73,421.415
2024-01-02 16:45:00,258.76,421.495
2024-01-02 16:46:00,258.97,422.085
2024-01-02 16:47:00,258.93,422.285
2024-01-02 16:48:00,258.93,422.16
2024-01-02 16:49:00,259.02,422.325
2024-01-02 16:50:00,259.07,422.5175
2024-01-02 16:51:00,259.18,422.7
2024-01-02 16:52:00,259.11,422.68
2024-01-02 16:53:00,259.04,422.35
2024-01-02 16:54:00,259.18,422.5
2024-01-02 16:55:00,259.16,422.59
2024-01-02 16:56:00,259.19,422.615
2024-01-02 16:57:00,259.14,422.5
2024-01-02 16:58:00,259.125,422.635
2024-01-02 16:59:00,259.12,422.6
2024-01-02 17:00:00,259.15,422.66
2024-01-02 17:01:00,259.0845,422.51
2024-01-02 17:02:00,259.11,422.445
2024-01-02 17:03:00,259.19,422.58
2024-01-02 17:04:00,259.14,422.67
2024-01-02 17:05:00,259.17,422.645
2024-01-02 17:06:00,259.1807,422.55
2024-01-02 17:07:00,259.04,422.5
2024-01-02 17:08:00,258.98,422.59
2024-01-02 17:09:00,258.96,422.5
2024-01-02 17:10:00,258.91,422.4046
2024-01-02 17:11:00,258.97,422.37
2024-01-02 17:12:00,258.95,422.25
2024-01-02 17:13:00,258.91,422.04
2024-01-02 17:14:00,258.95,422.12
2024-01-02 17:15:00,258.89,422.1
2024-01-02 17:16:00,258.79,422.01
2024-01-02 17:17:00,258.69,421.8021
2024-01-02 17:18:00,258.69,421.85
2024-01-02 17:19:00,258.7,421.69
2024-01-02 17:20:00,258.64,421.8899
2024-01-02 17:22:00,258.55,421.736
2024-01-02 17:23:00,258.53,421.31
2024-01-02 17:24:00,258.56,421.47
2024-01-02 17:25:00,258.5,421.32
2024-01-02 17:26:00,258.5,421.385
2024-01-02 17:27:00,258.5575,421.27
2024-01-02 17:28:00,258.54,421.31
2024-01-02 17:29:00,258.62,421.52
2024-01-02 17:30:00,258.69,421.4099
2024-01-02 17:31:00,258.73,421.36
2024-01-02 17:32:00,258.635,421.22
2024-01-02 17:33:00,258.61,421.16
2024-01-02 17:34:00,258.63,421.17
2024-01-02 17:35:00,258.55,421.12
2024-01-02 17:36:00,258.67,421.18
2024-01-02 17:37:00,258.66,421.19
2024-01-02 17:38:00,258.67,421.19
2024-01-02 17:39:00,258.64,421.31
2024-01-02 17:40:00,258.68,421.27
2024-01-02 17:41:00,258.71,421.33
2024-01-02 17:42:00,258.585,421.27
2024-01-02 17:43:00,258.56,421.32
2024-01-02 17:44:00,258.575,421.36
2024-01-02 17:45:00,258.43,421.16
2024-01-02 17:46:00,258.41,421.1
2024-01-02 17:47:00,258.41,421.02
2024-01-02 17:48:00,258.385,420.8
2024-01-02 17:49:00,258.33,420.749
2024-01-02 17:50:00,258.31,420.74
2024-01-02 17:51:00,258.24,420.58
2024-01-02 17:52:00,258.18,420.35
2024-01-02 17:53:00,258.205,420.45
2024-01-02 17:54:00,258.21,420.38
2024-01-02 17:55:00,257.95,420.02
2024-01-02 17:56:00,258.01,420.145
2024-01-02 17:57:00,258.06,420.12
2024-01-02 17:58:00,257.93,419.93
2024-01-02 17:59:00,258.0,420.1
2024-01-02 18:00:00,257.8502,419.78
2024-01-02 18:01:00,257.78,419.815
2024-01-02 18:02:00,257.71,419.56
2024-01-02 18:03:00,257.69,419.71
2024-01-02 18:04:00,257.72,419.59
2024-01-02 18:05:00,257.845,420.02
2024-01-02 18:06:00,257.935,419.85
2024-01-02 18:07:00,257.88,419.91
2024-01-02 18:08:00,257.8,419.83
2024-01-02 18:09:00,257.8,419.77
2024-01-02 18:10:00,257.775,419.8
2024-01-02 18:11:00,257.78,419.95
2024-01-02 18:12:00,257.74,419.94
2024-01-02 18:13:00,257.73,419.87
2024-01-02 18:14:00,257.785,420.04
2024-01-02 18:15:00,257.81,419.95
2024-01-02 18:16:00,257.825,419.97
2024-01-02 18:17:00,257.8401,420.02
2024-01-02 18:18:00,258.02,420.12
2024-01-02 18:19:00,258.05,420.305
2024-01-02 18:20:00,258.1,420.32
2024-01-02 18:21:00,258.22,420.36
2024-01-02 18:22:00,258.175,420.44
2024-01-02 18:23:00,258.23,420.545
2024-01-02 18:24:00,258.29,420.705
2024-01-02 18:25:00,258.28,420.715
2024-01-02 18:26:00,258.42,420.775
2024-01-02 18:27:00,258.36,420.875
2024-01-02 18:28:00,258.51,421.14
2024-01-02 18:29:00,258.5799,421.09
2024-01-02 18:30:00,258.575,421.055
2024-01-02 18:31:00,258.58,421.02
2024-01-02 18:32:00,258.56,421.11
2024-01-02 18:33:00,258.66,421.19
2024-01-02 18:34:00,258.76,421.29
2024-01-02 18:35:00,258.825,421.62
2024-01-02 18:36:00,258.86,421.65
2024-01-02 18:37:00,258.767,421.81
2024-01-02 18:38:00,258.78,421.81
2024-01-02 18:39:00,258.82,421.965
2024-01-02 18:40:00,258.87,422.13
2024-01-02 18:41:00,258.8501,422.115
2024-01-02 18:42:00,258.74,421.93
2024-01-02 18:43:00,258.835,422.145
2024-01-02 18:44:00,258.7,422.0
2024-01-02 18:45:00,258.66,421.78
2024-01-02 18:46:00,258.7,421.91
2024-01-02 18:47:00,258.64,421.965
2024-01-02 18:48:00,258.6689,421.85
2024-01-02 18:49:00,258.695,421.84
2024-01-02 18:50:00,258.71,421.775
2024-01-02 18:51:00,258.6911,421.685
2024-01-02 18:52:00,258.5875,421.49
2024-01-02 18:53:00,258.545,421.3
2024-01-02 18:54:00,258.45,421.28
2024-01-02 18:55:00,258.47,421.19
2024-01-02 18:56:00,258.35,421.15
2024-01-02 18:57:00,258.35,421.11
2024-01-02 18:58:00,258.33,420.94
2024-01-02 18:59:00,258.4,421.16
2024-01-02 19:00:00,258.45,421.1
2024-01-02 19:01:00,258.36,420.93
2024-01-02 19:02:00,258.23,420.8
2024-01-02 19:03:00,258.29,420.91
2024-01-02 19:04:00,258.27,420.91
2024-01-02 19:05:00,258.18,420.89
2024-01-02 19:06:00,258.13,420.71
2024-01-02 19:07:00,258.05,420.48
2024-01-02 19:08:00,258.1371,420.6
2024-01-02 19:09:00,258.24,420.73
2024-01-02 19:10:00,258.27,420.85
2024-01-02 19:11:00,258.31,420.97
2024-01-02 19:12:00,258.3217,420.99
2024-01-02 19:13:00,258.38,421.11
2024-01-02 19:14:00,258.31,421.11
2024-01-02 19:15:00,258.21,421.03
2024-01-02 19:16:00,258.19,420.89
2024-01-02 19:17:00,258.19,420.87
2024-01-02 19:19:00,258.25,420.895
2024-01-02 19:20:00,258.24,420.95
2024-01-02 19:21:00,258.29,420.99
2024-01-02 19:22:00,258.18,420.9
2024-01-02 19:23:00,258.14,420.81
2024-01-02 19:24:00,258.1,420.8062
2024-01-02 19:25:00,258.08,420.67
2024-01-02 19:26:00,258.14,420.66
2024-01-02 19:27:00,258.15,420.74
2024-01-02 19:28:00,258.15,420.76
2024-01-02 19:29:00,258.1995,420.915
2024-01-02 19:30:00,258.39,421.14
2024-01-02 19:31:00,258.26,421.05
2024-01-02 19:32:00,258.139,420.8644
2024-01-02 19:33:00,258.14,420.85
2024-01-02 19:34:00,258.135,420.67
2024-01-02 19:35:00,258.13,420.73
2024-01-02 19:36:00,258.19,420.68
2024-01-02 19:37:00,258.25,420.765
2024-01-02 19:38:00,258.28,420.795
2024-01-02 19:39:00,258.244,420.65
2024-01-02 19:40:00,258.29,420.7375
2024-01-02 19:41:00,258.2286,420.73
2024-01-02 19:42:00,258.24,420.83
2024-01-02 19:43:00,258.26,420.74
2024-01-02 19:44:00,258.14,420.71
2024-01-02 19:45:00,258.07,420.7
2024-01-02 19:46:00,258.14,420.72
2024-01-02 19:47:00,258.15,420.79
2024-01-02 19:48:00,258.115,420.84
2024-01-02 19:49:00,258.08,420.8
2024-01-02 19:50:00,258.19,420.98
2024-01-02 19:51:00,258.23,421.015
2024-01-02 19:52:00,258.21,421.05
2024-01-02 19:53:00,258.105,420.87
2024-01-02 19:54:00,258.19,421.07
2024-01-02 19:55:00,258.19,421.02
2024-01-02 19:56:00,258.19,420.7901
2024-01-02 19:57:00,258.14,420.94
2024-01-02 19:58:00,258.19,420.88
2024-01-02 19:59:00,258.13,420.88
2024-01-02 20:00:00,258.15,420.88
2024-01-02 20:01:00,258.15,420.875
2024-01-02 20:02:00,258.15,421.0
2024-01-02 20:03:00,258.21,421.04
2024-01-02 20:04:00,258.18,420.99
2024-01-02 20:05:00,258.115,420.8917
2024-01-02 20:06:00,258.065,420.785
2024-01-02 20:07:00,258.16,420.86
2024-01-02 20:08:00,258.22,420.915
2024-01-02 20:09:00,258.2,420.87
2024-01-02 20:10:00,258.15,420.84
2024-01-02 20:11:00,258.16,420.815
2024-01-02 20:12:00,258.1962,420.91
2024-01-02 20:13:00,258.24,421.05
2024-01-02 20:14:00,258.27,421.1
2024-01-02 20:15:00,258.15,420.86
2024-01-02 20:16:00,258.18,420.93
2024-01-02 20:17:00,258.42,421.17
2024-01-02 20:18:00,258.35,421.365
2024-01-02 20:19:00,258.35,421.22
2024-01-02 20:20:00,258.4,421.26
2024-01-02 20:21:00,258.38,421.18
2024-01-02 20:22:00,258.13,420.86
2024-01-02 20:23:00,258.2,421.0
2024-01-02 20:24:00,258.24,421.02
2024-01-02 20:25:00,258.35,421.18
2024-01-02 20:26:00,258.32,421.13
2024-01-02 20:27:00,258.32,421.14
2024-01-02 20:28:00,258.385,421.34
2024-01-02 20:29:00,258.315,421.3
2024-01-02 20:30:00,258.42,421.3
2024-01-02 20:31:00,258.48,421.365
2024-01-02 20:32:00,258.44,421.275
2024-01-02 20:33:00,258.36,421.09
2024-01-02 20:34:00,258.32,421.15
2024-01-02 20:35:00,258.23,420.94
2024-01-02 20:36:00,258.31,421.13
2024-01-02 20:37:00,258.33,421.1
2024-01-02 20:38:00,258.33,421.13
2024-01-02 20:39:00,258.36,421.08
2024-01-02 20:40:00,258.44,421.09
2024-01-02 20:41:00,258.48,420.875
2024-01-02 20:42:00,258.48,420.955
2024-01-02 20:43:00,258.55,421.01
2024-01-02 20:44:00,258.67,421.31
2024-01-02 20:45:00,258.64,421.3
2024-01-02 20:46:00,258.64,421.18
2024-01-02 20:47:00,258.54,421.1
2024-01-02 20:48:00,258.605,421.115
2024-01-02 20:49:00,258.69,421.34
2024-01-02 20:50:00,259.005,421.605
2024-01-02 20:51:00,258.86,421.74
2024-01-02 20:52:00,258.915,421.505
2024-01-02 20:53:00,258.97,421.52
2024-01-02 20:54:00,258.88,421.385
2024-01-02 20:55:00,258.84,421.25
2024-01-02 20:56:00,259.055,421.65
2024-01-02 20:57:00,259.11,421.69
2024-01-02 20:58:00,259.23,421.68
2024-01-02 20:59:00,258.94,422.13
2024-01-02 21:00:00,259.53,421.89
2024-01-03 14:30:00,258.83,421.26
2024-01-03 14:31:00,258.67,421.03
2024-01-03 14:32:00,258.58,421.32
2024-01-03 14:33:00,258.632,420.8
2024-01-03 14:34:00,258.35,420.61
2024-01-03 14:35:00,258.09,420.57
2024-01-03 14:36:00,258.14,420.215
2024-01-03 14:37:00,258.29,420.24
2024-01-03 14:38:00,258.305,420.0401
2024-01-03 14:39:00,258.08,420.1388
2024-01-03 14:40:00,258.0525,419.5
2024-01-03 14:41:00,257.94,419.48
2024-01-03 14:42:00,257.85,419.34
2024-01-03 14:43:00,257.8,419.14
2024-01-03 14:44:00,257.84,419.235
2024-01-03 14:45:00,257.96,419.525
2024-01-03 14:46:00,257.74,419.26
2024-01-03 14:47:00,257.82,419.23
2024-01-03 14:48:00,257.89,419.7
2024-01-03 14:49:00,257.92,419.525
2024-01-03 14:50:00,257.8,419.41
2024-01-03 14:51:00,257.48,419.08
2024-01-03 14:52:00,257.585,419.09
2024-01-03 14:53:00,257.79,419.2
2024-01-03 14:54:00,257.73,419.085
2024-01-03 14:55:00,257.61,418.8
2024-01-03 14:56:00,257.5,418.4
2024-01-03 14:57:00,257.405,418.425
2024-01-03 14:58:00,257.51,418.7
2024-01-03 14:59:00,257.63,418.66
2024-01-03 15:00:00,257.72,419.3
2024-01-03 15:01:00,257.69,418.96
2024-01-03 15:02:00,257.885,419.07
2024-01-03 15:03:00,257.69,418.88
2024-01-03 15:04:00,258.04,419.17
2024-01-03 15:05:00,257.96,419.18
2024-01-03 15:06:00,257.675,418.745
2024-01-03 15:07:00,257.75,418.58
2024-01-03 15:08:00,257.77,418.64
2024-01-03 15:09:00,257.83,418.625
2024-01-03 15:10:00,257.84,418.68
2024-01-03 15:11:00,257.71,418.4
2024-01-03 15:12:00,257.5508,418.2
2024-01-03 15:13:00,257.43,417.89
2024-01-03 15:14:00,257.37,417.75
2024-01-03 15:15:00,257.28,417.62
2024-01-03 15:16:00,257.36,417.98
2024-01-03 15:17:00,257.38,417.98
2024-01-03 15:18:00,257.27,417.65
2024-01-03 15:19:00,257.31,417.53
2024-01-03 15:20:00,257.24,417.785
2024-01-03 15:21:00,257.26,417.65
2024-01-03 15:22:00,257.265,417.73
2024-01-03 15:23:00,257.35,417.91
2024-01-03 15:24:00,257.5,418.0
2024-01-03 15:25:00,257.59,418.17
2024-01-03 15:26:00,257.69,418.16
2024-01-03 15:27:00,257.665,418.215
2024-01-03 15:28:00,257.58,418.025
2024-01-03 15:29:00,257.445,417.87
2024-01-03 15:30:00,257.375,417.905
2024-01-03 15:31:00,257.41,417.965
2024-01-03 15:32:00,257.4,417.96
2024-01-03 15:33:00,257.435,417.9
2024-01-03 15:34:00,257.69,418.4284
2024-01-03 15:35:00,257.725,418.58
2024-01-03 15:36:00,257.64,418.525
2024-01-03 15:37:00,257.43,418.24
2024-01-03 15:38:00,257.28,418.1
2024-01-03 15:39:00,257.37,418.2
2024-01-03 15:40:00,257.22,418.14
2024-01-03 15:41:00,257.16,418.2
2024-01-03 15:42:00,257.2082,418.29
2024-01-03 15:43:00,257.28,418.47
2024-01-03 15:44:00,257.25,418.8
2024-01-03 15:45:00,257.35,418.88
2024-01-03 15:46:00,257.55,419.0
2024-01-03 15:47:00,257.53,419.205
2024-01-03 15:48:00,257.515,418.995
2024-01-03 15:49:00,257.42,418.96
2024-01-03 15:50:00,257.49,418.865
2024-01-03 15:51:00,257.45,418.69
2024-01-03 15:52:00,257.33,418.53
2024-01-03 15:53:00,257.33,418.53
2024-01-03 15:54:00,257.25,418.3
2024-01-03 15:55:00,257.37,418.52
2024-01-03 15:56:00,257.49,418.53
2024-01-03 15:57:00,257.51,418.69
2024-01-03 15:58:00,257.63,418.925
2024-01-03 15:59:00,257.67,419.06
2024-01-03 16:00:00,257.91,419.25
2024-01-03 16:01:00,257.71,418.95
2024-01-03 16:02:00,257.835,419.15
2024-01-03 16:03:00,257.75,419.02
2024-01-03 16:04:00,257.77,418.9598
2024-01-03 16:05:00,258.06,419.21
2024-01-03 16:06:00,257.89,419.03
2024-01-03 16:07:00,257.71,418.845
2024-01-03 16:08:00,257.915,419.01
2024-01-03 16:09:00,257.95,419.31
2024-01-03 16:10:00,257.79,419.21
2024-01-03 16:11:00,257.72,419.22
2024-01-03 16:12:00,257.68,419.21
2024-01-03 16:13:00,257.705,419.17
2024-01-03 16:14:00,257.56,418.92
2024-01-03 16:15:00,257.58,419.04
2024-01-03 16:16:00,257.57,418.95
2024-01-03 16:17:00,257.57,418.79
2024-01-03 16:18:00,257.64,418.89
2024-01-03 16:19:00,257.72,418.87
2024-01-03 16:20:00,257.84,419.01
2024-01-03 16:21:00,257.81,419.3
2024-01-03 16:22:00,257.8,419.03
2024-01-03 16:23:00,257.99,419.23
2024-01-03 16:24:00,257.985,419.38
2024-01-03 16:25:00,258.09,419.54
2024-01-03 16:26:00,258.14,419.69
2024-01-03 16:27:00,258.03,419.635
2024-01-03 16:28:00,258.12,419.61
2024-01-03 16:29:00,258.23,419.57
2024-01-03 16:30:00,258.3,419.83
2024-01-03 16:31:00,258.24,419.85
2024-01-03 16:32:00,258.11,419.75
2024-01-03 16:33:00,258.21,419.69
2024-01-03 16:34:00,258.23,419.52
2024-01-03 16:35:00,258.22,419.61
2024-01-03 16:36:00,258.19,419.6504
2024-01-03 16:37:00,258.15,419.5
2024-01-03 16:38:00,258.12,419.455
2024-01-03 16:39:00,257.91,419.285
2024-01-03 16:40:00,257.965,419.22
2024-01-03 16:41:00,257.995,419.1
2024-01-03 16:42:00,258.0,419.19
2024-01-03 16:43:00,258.04,419.48
2024-01-03 16:44:00,258.0302,419.43
2024-01-03 16:45:00,257.98,419.41
2024-01-03 16:46:00,258.01,419.3557
2024-01-03 16:47:00,258.0,419.385
2024-01-03 16:48:00,257.97,419.2523
2024-01-03 16:49:00,258.01,419.26
2024-01-03 16:50:00,258.03,419.36
2024-01-03 16:51:00,258.0514,419.46
2024-01-03 16:52:00,258.05,419.47
2024-01-03 16:53:00,258.1236,419.43
2024-01-03 16:54:00,258.24,419.64
2024-01-03 16:55:00,258.12,419.635
2024-01-03 16:56:00,258.07,419.47
2024-01-03 16:57:00,257.97,419.495
2024-01-03 16:58:00,258.05,419.61
2024-01-03 16:59:00,257.96,419.53
2024-01-03 17:00:00,257.94,419.49
2024-01-03 17:01:00,257.9949,419.51
2024-01-03 17:02:00,258.06,419.56
2024-01-03 17:03:00,258.1192,419.53
2024-01-03 17:04:00,258.1,419.6187
2024-01-03 17:05:00,258.04,419.53
2024-01-03 17:06:00,257.865,419.07
2024-01-03 17:07:00,257.85,419.08
2024-01-03 17:08:00,257.83,418.98
2024-01-03 17:09:00,257.7415,418.865
2024-01-03 17:10:00,257.71,418.77
2024-01-03 17:11:00,257.66,418.78
2024-01-03 17:12:00,257.61,418.76
2024-01-03 17:13:00,257.6671,418.68
2024-01-03 17:14:00,257.665,418.63
2024-01-03 17:15:00,257.63,418.62
2024-01-03 17:16:00,257.59,418.665
2024-01-03 17:17:00,257.58,418.8
2024-01-03 17:18:00,257.54,418.71
2024-01-03 17:19:00,257.47,418.62
2024-01-03 17:21:00,257.42,418.4294
2024-01-03 17:22:00,257.42,418.355
2024-01-03 17:23:00,257.41,418.395
2024-01-03 17:24:00,257.46,418.3816
2024-01-03 17:25:00,257.56,418.56
2024-01-03 17:26:00,257.565,418.44
2024-01-03 17:27:00,257.62,418.575
2024-01-03 17:28:00,257.62,418.79
2024-01-03 17:29:00,257.64,418.77
2024-01-03 17:30:00,257.68,418.99
2024-01-03 17:31:00,257.55,418.7793
2024-01-03 17:32:00,257.555,418.78
2024-01-03 17:33:00,257.72,419.05
2024-01-03 17:34:00,257.7351,419.255
2024-01-03 17:35:00,257.78,419.29
2024-01-03 17:36:00,257.67,419.3
2024-01-03 17:37:00,257.69,419.33
2024-01-03 17:38:00,257.6441,419.135
2024-01-03 17:39:00,257.65,419.1
2024-01-03 17:40:00,257.81,419.135
2024-01-03 17:41:00,257.83,419.163
2024-01-03 17:42:00,257.895,419.32
2024-01-03 17:43:00,257.885,419.32
2024-01-03 17:44:00,257.83,419.2414
2024-01-03 17:45:00,257.94,419.37
2024-01-03 17:46:00,257.8682,419.27
2024-01-03 17:47:00,257.78,419.22
2024-01-03 17:48:00,257.66,419.14
2024-01-03 17:49:00,257.82,419.22
2024-01-03 17:50:00,257.77,419.21
2024-01-03 17:51:00,257.7,419.11
2024-01-03 17:52:00,257.6676,419.045
2024-01-03 17:53:00,257.65,418.99
2024-01-03 17:54:00,257.59,418.94
2024-01-03 17:55:00,257.64,418.995
2024-01-03 17:56:00,257.673,419.15
2024-01-03 17:57:00,257.75,419.24
2024-01-03 17:58:00,257.83,419.38
2024-01-03 17:59:00,257.84,419.37
2024-01-03 18:00:00,257.825,419.39
2024-01-03 18:01:00,257.87,419.48
2024-01-03 18:02:00,257.8394,419.46
2024-01-03 18:03:00,257.77,419.39
2024-01-03 18:04:00,257.85,419.445
2024-01-03 18:05:00,257.676,419.345
2024-01-03 18:06:00,257.73,419.315
2024-01-03 18:07:00,257.745,419.36
2024-01-03 18:08:00,257.77,419.35
2024-01-03 18:09:00,257.81,419.5412
2024-01-03 18:10:00,257.86,419.69
2024-01-03 18:11:00,257.96,419.81
2024-01-03 18:12:00,257.765,419.77
2024-01-03 18:14:00,257.77,419.78
2024-01-03 18:15:00,257.845,419.84
2024-01-03 18:16:00,257.775,419.81
2024-01-03 18:17:00,257.805,419.82
2024-01-03 18:18:00,257.79,419.72
2024-01-03 18:19:00,257.74,419.74
2024-01-03 18:20:00,257.62,419.61
2024-01-03 18:21:00,257.645,419.63
2024-01-03 18:22:00,257.67,419.62
2024-01-03 18:23:00,257.68,419.6449
2024-01-03 18:24:00,257.73,419.66
2024-01-03 18:25:00,257.7,419.69
2024-01-03 18:26:00,257.68,419.73
2024-01-03 18:27:00,257.67,419.635
2024-01-03 18:28:00,257.7063,419.63
2024-01-03 18:29:00,257.72,419.72
2024-01-03 18:31:00,257.715,419.64
2024-01-03 18:32:00,257.74,419.66
2024-01-03 18:33:00,257.7,419.66
2024-01-03 18:34:00,257.54,419.52
2024-01-03 18:35:00,257.445,419.34
2024-01-03 18:36:00,257.5697,419.4
2024-01-03 18:37:00,257.64,419.54
2024-01-03 18:38:00,257.735,419.66
2024-01-03 18:39:00,257.66,419.66
2024-01-03 18:40:00,257.74,419.77
2024-01-03 18:41:00,257.71,419.785
2024-01-03 18:42:00,257.69,419.7
2024-01-03 18:43:00,257.5649,419.56
2024-01-03 18:44:00,257.54,419.54
2024-01-03 18:45:00,257.46,419.34
2024-01-03 18:46:00,257.465,419.28
2024-01-03 18:47:00,257.41,419.28
2024-01-03 18:48:00,257.45,419.465
2024-01-03 18:49:00,257.48,419.54
2024-01-03 18:51:00,257.54,419.64
2024-01-03 18:52:00,257.42,419.42
2024-01-03 18:53:00,257.44,419.455
2024-01-03 18:54:00,257.43,419.4984
2024-01-03 18:55:00,257.475,419.57
2024-01-03 18:56:00,257.48,419.52
2024-01-03 18:57:00,257.41,419.4782
2024-01-03 18:58:00,257.48,419.58
2024-01-03 18:59:00,257.48,419.7
2024-01-03 19:00:00,257.29,419.515
2024-01-03 19:01:00,257.34,419.33
2024-01-03 19:02:00,257.155,418.95
2024-01-03 19:03:00,257.17,419.355
2024-01-03 19:04:00,257.14,419.18
2024-01-03 19:05:00,256.9,418.86
2024-01-03 19:06:00,257.2,419.24
